title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
삼성전자 갤럭시 A25 5G 128GB [자급제],https://search.shopping.naver.com/catalog/53626574487,https://shopping-phinf.pstatic.net/main_5362657/53626574487.20250318162824.jpg,412000,,네이버,53626574487,1,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
삼성 갤럭시 Z플립5 5G 중고폰 공기계 리퍼폰 256기가 U등급,https://smartstore.naver.com/main/products/4517865514,https://shopping-phinf.pstatic.net/main_8206238/82062388758.5.jpg,109000,,OBMALL,82062388758,5,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
삼성전자 갤럭시 S23 울트라 512GB SM-S918 공기계,https://www.lotteon.com/p/product/LO2465574689?sitmNo=LO2465574689_2465574690&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://shopping-phinf.pstatic.net/main_5395708/53957084114.jpg,675000,,롯데ON,53957084114,2,삼성,,디지털/가전,휴대폰,자급제폰,
아이폰 SE1 iPhone SE1 스페이스 그레이(카메라 무음) 16GB 일반 공기계,https://smartstore.naver.com/main/products/9117523071,https://shopping-phinf.pstatic.net/main_8666202/86662023394.1.jpg,129000,,사자와사자,86662023394,2,Apple,Apple,디지털/가전,휴대폰,공기계/중고폰,
삼성전자 갤럭시S25 SM-S931N256 미개봉,https://smartstore.naver.com/main/products/11590693573,https://shopping-phinf.pstatic.net/main_8913520/89135203979.jpg,255000,,폰도매플러스,89135203979,2,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
아이폰 16e 128GB [자급제],https://search.shopping.naver.com/catalog/53120926544,https://shopping-phinf.pstatic.net/main_5312092/53120926544.20250224103134.jpg,987000,,네이버,53120926544,1,Apple,Apple,디지털/가전,휴대폰,자급제폰,
아이폰 5S 공기계 인스타 사진용 학생폰 세컨폰 공부폰 실버 16GB 일반,https://smartstore.naver.com/main/products/11318147802,https://shopping-phinf.pstatic.net/main_8886265/88862658133.1.jpg,65900,,마이 애플리,88862658133,2,Apple,,디지털/가전,휴대폰,공기계/중고폰,
갤럭시S25 울트라 5G 512GB 미개봉 새상품 SM-S938N,http://emart.ssg.com/item/itemView.ssg?itemId=1000644113466&siteNo=6001&ckwhere=naver&appPopYn=n&utm_medium=PCS&utm_source=naver&utm_campaign=naver_pcs,https://shopping-phinf.pstatic.net/main_5263007/52630074951.jpg,1749000,,이마트몰,52630074951,2,삼성,,디지털/가전,휴대폰,자급제폰,
삼성전자 갤럭시S23울트라 5G 256GB [자급제],https://search.shopping.naver.com/catalog/53647412742,https://shopping-phinf.pstatic.net/main_5364741/53647412742.20250319161215.jpg,993650,,네이버,53647412742,1,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
삼성전자 갤럭시 A56 듀얼심 5G 공기계 자급제폰 관부가세 포함,http://www.ssg.com/item/itemView.ssg?itemId=1000688030437&siteNo=6001&salestrNo=6005&ckwhere=ssg_naver&appPopYn=n&utm_medium=PCS&utm_source=naver&utm_campaign=naver_pcs,https://shopping-phinf.pstatic.net/main_5437102/54371022365.jpg,418510,,SSG닷컴,54371022365,2,삼성,,디지털/가전,휴대폰,자급제폰,
삼성전자 갤럭시 A16 LTE 듀얼심 자급제 미사용 공기계폰 128GB,https://smartstore.naver.com/main/products/11087227678,https://shopping-phinf.pstatic.net/main_8863173/88631738000.4.jpg,179730,,HKPHONE,88631738000,2,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
갤럭시S25 플러스 5G 512GB 미개봉 새상품 SM-S936N,http://www.ssg.com/item/itemView.ssg?itemId=1000644113528&siteNo=6001&salestrNo=6005&ckwhere=ssg_naver&appPopYn=n&utm_medium=PCS&utm_source=naver&utm_campaign=naver_pcs,https://shopping-phinf.pstatic.net/main_5262991/52629919029.jpg,1349000,,SSG닷컴,52629919029,2,삼성,,디지털/가전,휴대폰,자급제폰,
아이폰 13 128GB [자급제],https://search.shopping.naver.com/catalog/53646882589,https://shopping-phinf.pstatic.net/main_5364688/53646882589.20250319151833.jpg,602690,,네이버,53646882589,1,Apple,Apple,디지털/가전,휴대폰,자급제폰,
SKT 기기변경 갤럭시 S25 256G 공시지원금 완납,http://www.ssg.com/item/itemView.ssg?itemId=1000674398370&siteNo=6001&salestrNo=6005&ckwhere=ssg_naver&appPopYn=n&utm_medium=PCS&utm_source=naver&utm_campaign=naver_pcs,https://shopping-phinf.pstatic.net/main_5353580/53535804803.jpg,251460,,SSG닷컴,53535804803,2,삼성,,디지털/가전,휴대폰,SKT,
삼성전자 갤럭시 A56 퀀텀6 8램+256GB 핑크 듀얼심 대만판 자급제 공기계,https://smartstore.naver.com/main/products/11631567575,https://shopping-phinf.pstatic.net/main_8917607/89176078020.jpg,429000,,HKPHONE,89176078020,2,삼성,삼성전자,디지털/가전,휴대폰,자급제폰,
[Apple]아이폰16프로맥스 256기가 정품/미개봉/새상품,https://m.bunjang.co.kr/products/291229424?click_source=naver_shopping,https://shopping-phinf.pstatic.net/main_5167820/51678201176.1.jpg,798800,,번개장터,51678201176,2,Apple,Apple,디지털/가전,휴대폰,자급제폰,
아이폰12미니 MINI 64GB A2399 중고 중고폰 공기계 유심옮기면 바로 사용가능 F급,https://smartstore.naver.com/main/products/6490818543,https://shopping-phinf.pstatic.net/main_8403531/84035318876.4.jpg,38000,,민트폰,84035318876,5,아이폰,Apple,디지털/가전,휴대폰,공기계/중고폰,
에이루트A1 효도폰 학생폰 공신폰 공부 청소년 어르신 초등 폴더폰 새제품,https://smartstore.naver.com/main/products/8419496031,https://shopping-phinf.pstatic.net/main_8596399/85963996354.jpg,45000,,요기야쇼핑,85963996354,2,삼성,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
Apple 아이폰 12 mini 자급제  블랙  64GB,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=7059056549&ctag=7059056549&lptag=I3849414260&itemId=3849414260&vendorItemId=92622632250&spec=10305199,https://shopping-phinf.pstatic.net/main_5311974/53119749852.7.jpg,309740,,쿠팡,53119749852,2,아이폰,Apple,디지털/가전,휴대폰,자급제폰,
삼성 갤럭시 Z플립4 256GB 중고폰 공기계 자급제 리퍼폰 유심기변 SM-F721 B급,https://smartstore.naver.com/main/products/11697745223,https://shopping-phinf.pstatic.net/main_8924225/89242255690.jpg,245000,,웰컴폰,89242255690,5,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
"삼성전자 SK 기기변경 89요금제 갤럭시 S25, S25+, S25 Ultra 울트라 공시지원 할인 완납폰",https://www.lotteon.com/p/product/LO2490789389?sitmNo=LO2490789389_2490789390&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://shopping-phinf.pstatic.net/main_5498898/54988982370.jpg,230000,,롯데ON,54988982370,2,삼성,,디지털/가전,휴대폰,SKT,
삼성전자 갤럭시 A06 64GB 듀얼심 LTE 공기계 자급제 폰,https://smartstore.naver.com/main/products/10874997380,https://shopping-phinf.pstatic.net/main_8841950/88419503393.jpg,123000,,얼리텍,88419503393,2,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
삼성 갤럭시 S24 256GB 중고폰 공기계 자급제 리퍼폰 유심기변 SM-S921 B급,https://smartstore.naver.com/main/products/11701297303,https://shopping-phinf.pstatic.net/main_8924580/89245807770.jpg,479000,,웰컴폰,89245807770,5,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
삼성전자 갤럭시 S22 256GB SM-S901N 미개봉 Galaxy S22,https://www.lotteon.com/p/product/LO2348355784?sitmNo=LO2348355784_2348355786&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://shopping-phinf.pstatic.net/main_4964809/49648095854.jpg,149000,,롯데ON,49648095854,2,삼성,삼성전자,디지털/가전,휴대폰,자급제폰,
갤럭시 Z 플립6 512GB SM-F741 미개봉 새제품 정품,http://emart.ssg.com/item/itemView.ssg?itemId=1000616066490&siteNo=6001&ckwhere=naver&appPopYn=n&utm_medium=PCS&utm_source=naver&utm_campaign=naver_pcs,https://shopping-phinf.pstatic.net/main_5005128/50051283872.jpg,659000,,이마트몰,50051283872,2,삼성,,디지털/가전,휴대폰,자급제폰,
삼성 갤럭시 S23 울트라 512GB 중고 중고폰 공기계 리퍼폰 3사호환 SM-S916 Z등급,https://smartstore.naver.com/main/products/11700884889,https://shopping-phinf.pstatic.net/main_8924539/89245395356.jpg,376000,,스페이스Market,89245395356,5,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
스타일폴더2 효도폰 AT-M140 MIVE 학생폰 공신폰 어르신 부모님 마이브 SKT,https://smartstore.naver.com/main/products/9630086574,https://shopping-phinf.pstatic.net/main_8717458/87174588844.1.jpg,100,,알뜰폰뱅크,87174588844,2,아이나비,ALT,디지털/가전,휴대폰,공기계/중고폰,
삼성전자 갤럭시 M35 A35 상위버전 128GB 듀얼심 5G 미개봉 자급제 폰 카메라무음,https://smartstore.naver.com/main/products/11302695590,https://shopping-phinf.pstatic.net/main_8884720/88847205921.jpg,269800,,얼리텍,88847205921,2,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
삼성전자 갤럭시 Z 플립6 5G 512GB [자급제],https://search.shopping.naver.com/catalog/53598452689,https://shopping-phinf.pstatic.net/main_5359845/53598452689.20250317153047.jpg,1308860,,네이버,53598452689,1,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
[대여] 갤럭시 S24 울트라 대여 단기 렌탈/대여 1일,https://smartstore.naver.com/main/products/9890357365,https://shopping-phinf.pstatic.net/main_8743485/87434859638.jpg,7800,,셔니콘서트,87434859638,2,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
삼성 갤럭시 S22울트라 중고폰 256GB 공기계 리퍼폰 알뜰폰 SM-S908 F등급,https://smartstore.naver.com/main/products/8536770936,https://shopping-phinf.pstatic.net/main_8608127/86081271259.5.jpg,109000,,톡톡폰,86081271259,5,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
삼성전자 갤럭시 S25플러스 SM-S936N512 미개봉 새상품,https://smartstore.naver.com/main/products/11489831132,https://shopping-phinf.pstatic.net/main_8903434/89034341497.jpg,546000,,응답하라 휴대폰,89034341497,2,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
애플 아이폰13프로맥스 256GB 시에라블루 T등급 중고폰 자급제폰,https://daejeonmobile.com/product/detail.html?product_no=4580&cate_no=27&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open,https://shopping-phinf.pstatic.net/main_3119092/31190929276.1.jpg,320000,,대전모바일,31190929276,5,아이폰,Apple,디지털/가전,휴대폰,자급제폰,
삼성전자 갤럭시 Z플립5 256G SM-F731 256G 미개봉,https://smartstore.naver.com/main/products/11326436644,https://shopping-phinf.pstatic.net/main_8887094/88870946975.jpg,390200,,폰도매플러스,88870946975,2,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
삼성전자 갤럭시S23플러스 5G 256GB [자급제],https://search.shopping.naver.com/catalog/53647396553,https://shopping-phinf.pstatic.net/main_5364739/53647396553.20250319155820.jpg,799000,,네이버,53647396553,1,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
[완납폰][SKT 기기변경] 갤럭시 S25 Ultra 256G 공시지원금,http://www.ssg.com/item/itemView.ssg?itemId=1000674615244&siteNo=6001&salestrNo=6005&ckwhere=ssg_naver&appPopYn=n&utm_medium=PCS&utm_source=naver&utm_campaign=naver_pcs,https://shopping-phinf.pstatic.net/main_5355087/53550876943.jpg,850690,,SSG닷컴,53550876943,2,삼성,삼성전자,디지털/가전,휴대폰,SKT,
삼성 갤럭시 S23울트라 자급제 중고폰 공기계 리퍼폰 SM-S916 F등급,https://smartstore.naver.com/main/products/9783327843,https://shopping-phinf.pstatic.net/main_8732783/87327830116.3.jpg,273000,,블링폰,87327830116,5,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
삼성전자 갤럭시 S22울트라 중고폰 공기계 리퍼폰 F등급 256기가,https://smartstore.naver.com/main/products/11306994604,https://shopping-phinf.pstatic.net/main_8885150/88851504935.3.jpg,252000,,버블폰,88851504935,5,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
삼성 갤럭시 Z플립4 256GB 중고폰 자급제 공기계 리퍼폰 SM-F721 F등급,https://smartstore.naver.com/main/products/9094743371,https://shopping-phinf.pstatic.net/main_8663924/86639243694.3.jpg,10000,,블링폰,86639243694,5,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
삼성전자 갤럭시 S24+ 512G 자급제 정품 미개봉 새상품,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=7922052750&tid=1000000061,https://shopping-phinf.pstatic.net/main_5252720/52527203634.4.jpg,676600,,11번가,52527203634,2,삼성,삼성전자,디지털/가전,휴대폰,자급제폰,
[대여] 갤럭시 S23 울트라 대여 렌탈 장기/단기 1일 팬싸인회 콘서트,https://smartstore.naver.com/main/products/10908388158,https://shopping-phinf.pstatic.net/main_8845289/88452894193.2.jpg,7500,,기전렌탈,88452894193,2,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
[애플] 감성 사진용 아이폰SE SE1 1세대 공기계 필카 캠코더 카메라 레트로,https://m.a-bly.com/goods/34240012?utm_source=web_naver-shopping&utm_medium=display&utm_campaign=web_naver-shopping&utm_content=34240012,https://shopping-phinf.pstatic.net/main_5142134/51421341785.1.jpg,109000,,ABLY,51421341785,2,Apple,,디지털/가전,휴대폰,공기계/중고폰,
아이폰 14프로 256GB Apple 미개봉 새상품,https://smartstore.naver.com/main/products/11102060195,https://shopping-phinf.pstatic.net/main_8864657/88646570517.jpg,894000,,모바일 익스프레스,88646570517,2,Apple,Apple,디지털/가전,휴대폰,자급제폰,
[완납폰][SKT 기기변경] 갤럭시 S25 Plus 256G 공시지원금,http://emart.ssg.com/item/itemView.ssg?itemId=1000674614673&siteNo=6001&ckwhere=naver&appPopYn=n&utm_medium=PCS&utm_source=naver&utm_campaign=naver_pcs,https://shopping-phinf.pstatic.net/main_5355089/53550896832.jpg,497000,,이마트몰,53550896832,2,삼성,삼성전자,디지털/가전,휴대폰,SKT,
"팬택 폴더2[학생폰 공신폰 공부폰 키즈폰(새제품,공기계)]",https://smartstore.naver.com/main/products/9616292401,https://shopping-phinf.pstatic.net/main_8716079/87160794671.3.jpg,173250,,팬택 Pantech,87160794671,2,팬택,투넘버,디지털/가전,휴대폰,공기계/중고폰,
아이폰 15 128GB [자급제],https://search.shopping.naver.com/catalog/53599527966,https://shopping-phinf.pstatic.net/main_5359952/53599527966.20250317181324.jpg,1090000,,네이버,53599527966,1,Apple,Apple,디지털/가전,휴대폰,자급제폰,
Apple 정품 아이폰 16 Pro 자급제,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=3583384149&ctag=3583384149&lptag=l1406562632028&itemId=46230286156&vendorItemId=91088074520&spec=10305197,https://shopping-phinf.pstatic.net/main_5085660/50856600686.2.jpg,1472500,,쿠팡,50856600686,2,,,디지털/가전,휴대폰,자급제폰,
갤럭시S23FE 256G 미개봉/새상품/저가요금제,https://www.lotteon.com/p/product/LO2454890485?sitmNo=LO2454890485_2454890486&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://shopping-phinf.pstatic.net/main_5355057/53550579416.jpg,312000,,롯데ON,53550579416,2,,삼성전자,디지털/가전,휴대폰,자급제폰,
갤럭시 S23 플러스 중고폰 자급제 리퍼폰 팬텀블랙 그린 크림 라벤더 128 256GB F등급,https://smartstore.naver.com/main/products/11726661531,https://shopping-phinf.pstatic.net/main_8927117/89271172030.jpg,270000,,멀티폰,89271172030,5,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
삼성전자 갤럭시 A36 5G 듀얼심+e심 자급제 공기계 128GB,https://smartstore.naver.com/main/products/11592257274,https://shopping-phinf.pstatic.net/main_8913676/89136767680.1.jpg,349340,,HKPHONE,89136767680,2,삼성,삼성전자,디지털/가전,휴대폰,자급제폰,
삼성전자 갤럭시S21 중고폰 공기계 리퍼폰 F등급 256기가,https://smartstore.naver.com/main/products/8974646399,https://shopping-phinf.pstatic.net/main_8651914/86519146722.4.jpg,115000,,호두모바일,86519146722,5,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
아이폰 16프로 256GB Apple 미개봉 새상품,https://smartstore.naver.com/main/products/11835891911,https://shopping-phinf.pstatic.net/main_8938040/89380402505.jpg,764000,,응답하라 휴대폰,89380402505,2,,,디지털/가전,휴대폰,자급제폰,
SK 기기변경 갤럭시 S25 256GB 공짜폰 완납 / SM-S931N 공시지원금,https://momokids.shop/product/detail.html?product_no=312&cate_no=26&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open,https://shopping-phinf.pstatic.net/main_5495675/54956758012.jpg,205000,,모모키즈폰,54956758012,2,갤럭시,삼성전자,디지털/가전,휴대폰,SKT,
SKT 기기변경 갤럭시S25 / S25 엣지 / S25 Ultra 256GB 512GB 프리미엄 공시기준,https://kidsmon.kr/goods/goods_view.php?goodsNo=1000000159&inflow=naver,https://shopping-phinf.pstatic.net/main_5384723/53847237969.1.jpg,189000,,키즈몬,53847237969,2,,삼성전자,디지털/가전,휴대폰,SKT,
삼성전자 갤럭시Z 플립5 5G 256GB [자급제],https://search.shopping.naver.com/catalog/53598074169,https://shopping-phinf.pstatic.net/main_5359807/53598074169.20250317144255.jpg,835990,,네이버,53598074169,1,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
삼성전자 갤럭시 S24 FE 256GB 5G 듀얼심 공기계 자급제 폰 카메라무음,https://smartstore.naver.com/main/products/10984840974,https://shopping-phinf.pstatic.net/main_8852934/88529347027.jpg,592800,,얼리텍,88529347027,2,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
삼성 갤럭시 S25 KT 기기변경 공짜폰 혜택,https://sagwagage.com/product/detail.html?product_no=387&cate_no=44&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open,https://shopping-phinf.pstatic.net/main_5461273/54612730082.2.jpg,200000,,i사과가게,54612730082,2,갤럭시,삼성전자,디지털/가전,휴대폰,KT,
삼성전자 갤럭시 S25 엣지 5G [자급제] 512GB,https://smartstore.naver.com/main/products/11847964097,https://shopping-phinf.pstatic.net/main_8939247/89392474691.jpg,1412930,,스마트더몰,89392474691,2,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
삼성 갤럭시 퀀텀5/ Galaxy A55 Quantum5,http://www.sktstore.co.kr/sub/view.php?prdcode=2410100003,https://shopping-phinf.pstatic.net/main_5077745/50777459810.jpg,181200,,SK공식온라인샵,50777459810,2,,,디지털/가전,휴대폰,자급제폰,
삼성 갤럭시Z폴드4 베이지 256GB KT T등급 중고폰 자급제폰,https://daejeonmobile.com/product/detail.html?product_no=4717&cate_no=24&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open,https://shopping-phinf.pstatic.net/main_3441498/34414985886.jpg,140000,,대전모바일,34414985886,5,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
블랙베리 Q5 화이트 8G 기본보증 90일 수험생폰 학생폰 수능폰,https://smartstore.naver.com/main/products/7562571236,https://shopping-phinf.pstatic.net/main_8510707/85107071558.1.jpg,109000,,사자와사자,85107071558,2,블랙베리,,디지털/가전,휴대폰,해외출시폰,
아이폰5S 세컨폰 공기계 수험생 언락폰 2세대 공부 SE2 아이폰6 아이폰7 SE 풀박스 블랙 9신 8GB 표준 규격,https://smartstore.naver.com/main/products/11593643764,https://shopping-phinf.pstatic.net/main_8913815/89138154170.jpg,68100,,에코니,89138154170,2,,,디지털/가전,휴대폰,공기계/중고폰,
삼성 갤럭시 노트10 중고 중고폰 리퍼폰 공기계 알뜰폰 256GB F등급,https://smartstore.naver.com/main/products/5009132938,https://shopping-phinf.pstatic.net/main_8255365/82553653605.6.jpg,69000,,톡톡폰,82553653605,5,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
삼성전자 갤럭시 S24 FE 256GB SM-S721 미사용 새제품,https://smartstore.naver.com/main/products/11155164570,https://shopping-phinf.pstatic.net/main_8869967/88699674892.jpg,772000,,디지털스토어프라자,88699674892,2,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
갤럭시 삼성전자 S 24 울트라 256GB 미개봉 새제품  티타늄 블랙,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=8615646028&ctag=8615646028&lptag=I24992390626&itemId=24992390626&vendorItemId=91997709690&spec=10305199,https://shopping-phinf.pstatic.net/main_5322122/53221220084.jpg,685400,,쿠팡,53221220084,2,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
[삼성]  SAMSUNG 삼성전자 갤럭시 A36 5G 글로벌판 듀얼심 공기계 자급제폰 8+128GB,http://gate.halfclub.com/naver?site_cd=1&type=detail_pcode&p1=P392075257&partnerid=naverdb,https://shopping-phinf.pstatic.net/main_5419428/54194283095.jpg,440590,,하프클럽,54194283095,2,삼성,삼성전자,디지털/가전,휴대폰,자급제폰,
"애플 아이폰13미니 공기계 IPHONE13 MINI 128GB 휴대폰,알뜰폰",https://phone2s.co.kr/product/detail.html?product_no=8030&cate_no=2265&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open,https://shopping-phinf.pstatic.net/main_5451244/54512449712.jpg,350000,,모바일센터,54512449712,2,아이폰,Apple,디지털/가전,휴대폰,공기계/중고폰,
삼성전자 갤럭시 Z 폴드6 5G 256GB [자급제],https://search.shopping.naver.com/catalog/53597931856,https://shopping-phinf.pstatic.net/main_5359793/53597931856.20250317143242.jpg,1891810,,네이버,53597931856,1,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
아이폰6 자급제 세컨폰 학생폰 공기계 카메라무음 실버 아이폰 6 16GB,https://smartstore.naver.com/main/products/11413324569,https://shopping-phinf.pstatic.net/main_8895783/88957834934.2.jpg,82000,,소라노,88957834934,2,Apple,Apple,디지털/가전,휴대폰,공기계/중고폰,
[삼성전자]갤럭시 Z플립5 512GB 미개봉 새상품,https://smartstore.naver.com/main/products/11645172200,https://shopping-phinf.pstatic.net/main_8918968/89189682666.jpg,442200,,전국온라인최저가,89189682666,2,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
NEW 삼성 갤럭시 S25 울트라 512G 미개봉 새상품,https://smartstore.naver.com/main/products/11494049209,https://shopping-phinf.pstatic.net/main_8903855/89038559574.jpg,1141400,,휴대폰면세점,89038559574,2,,삼성전자,디지털/가전,휴대폰,자급제폰,
아이폰6S 16GB A1688 중고 중고폰 공기계 유심옮기면 바로 사용가능 F급,https://smartstore.naver.com/main/products/10086893008,https://shopping-phinf.pstatic.net/main_8763139/87631395666.1.jpg,47000,,민트폰,87631395666,5,아이폰,Apple,디지털/가전,휴대폰,공기계/중고폰,
삼성전자 갤럭시Z폴드5 SM-F946N 256G 미개봉 새상품,https://smartstore.naver.com/main/products/10194162167,https://shopping-phinf.pstatic.net/main_8773866/87738665628.1.jpg,797500,,응답하라 휴대폰,87738665628,2,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
Apple 정품 아이폰 14 자급제,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=7067985701&ctag=7067985701&lptag=l8775901219674&itemId=59119874767&vendorItemId=83202425025&spec=10305197,https://shopping-phinf.pstatic.net/main_4876938/48769382180.23.jpg,950000,,쿠팡,48769382180,2,,,디지털/가전,휴대폰,자급제폰,
[카드할인] 아이폰 16 프로 자급제 256GB 화이트 티타늄 MYNJ3KH/A,https://smartstore.naver.com/main/products/10869742705,https://shopping-phinf.pstatic.net/main_8841424/88414248717.1.jpg,1700000,,애플 공식 브랜드스토어,88414248717,3,Apple,Apple,디지털/가전,휴대폰,자급제폰,
아이폰 15프로맥스 256GB Apple 미개봉 새상품,https://smartstore.naver.com/main/products/11101909195,https://shopping-phinf.pstatic.net/main_8864641/88646419517.1.jpg,1092000,,모바일 익스프레스,88646419517,2,Apple,Apple,디지털/가전,휴대폰,자급제폰,
삼성전자 갤럭시S24FE SM-S721N256 미개봉,https://smartstore.naver.com/main/products/11635558018,https://shopping-phinf.pstatic.net/main_8918006/89180068463.jpg,296000,,폰도매플러스,89180068463,2,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
Apple 정품 아이폰 16 자급제  화이트  256GB MYEF3KH/A,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=8335434837&ctag=8335434837&lptag=I24068312495&itemId=24068312495&vendorItemId=91088074310&spec=10305197,https://shopping-phinf.pstatic.net/main_5034186/50341861952.2.jpg,1370000,,쿠팡,50341861952,3,Apple,Apple,디지털/가전,휴대폰,자급제폰,
삼성전자 갤럭시 M55 128GB 8램 듀얼심 5G A55 상위버전 미개봉 자급제 폰,https://smartstore.naver.com/main/products/11267899082,https://shopping-phinf.pstatic.net/main_8881240/88812409413.3.jpg,379500,,얼리텍,88812409413,2,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
애플 아이폰12프로 128GB 실버 T등급 중고폰 자급제폰,https://daejeonmobile.com/product/detail.html?product_no=4208&cate_no=27&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open,https://shopping-phinf.pstatic.net/main_2622447/26224476291.1.jpg,150000,,대전모바일,26224476291,5,아이폰,Apple,디지털/가전,휴대폰,공기계/중고폰,
구글 픽셀9a 5G 128GB 자급제 미개봉 새상품 공기계폰,https://smartstore.naver.com/main/products/11705247456,https://shopping-phinf.pstatic.net/main_8924975/89249757924.1.jpg,668000,,HKPHONE,89249757924,2,픽셀,구글,디지털/가전,휴대폰,해외출시폰,
청담프라자 SK KT 삼성 A16 데이터 완벽차단 공신폰 공부폰 학생폰 열공 수능필수품,https://smartstore.naver.com/main/products/7713328713,https://shopping-phinf.pstatic.net/main_8525782/85257829035.5.jpg,48000,,청담프라자,85257829035,2,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
아이폰15 128GB 핑크 KT 번호이동 기기변경 공짜폰 미니 일반,https://sagwagage.com/product/detail.html?product_no=362&cate_no=47&display_group=1&cafe_mkt=naver_ks&mkt_in=Y&ghost_mall_id=naver&ref=naver_open,https://shopping-phinf.pstatic.net/main_5213324/52133249465.jpg,1,,i사과가게,52133249465,2,Apple,Apple,디지털/가전,휴대폰,KT,
[대여] 삼성 갤럭시 S23 울트라 대여 단기 렌탈 콘서트 팬싸 여행용 방문수령 1일,https://smartstore.naver.com/main/products/11359985268,https://shopping-phinf.pstatic.net/main_8890449/88904495619.jpg,6500,,폰마블,88904495619,2,갤럭시,삼성전자,디지털/가전,휴대폰,공기계/중고폰,
[S24시리즈 통신사]갤럭시S24플러스[갤럭시S24울트라/갤럭시S24],https://m.bunjang.co.kr/products/274084069?click_source=naver_shopping,https://shopping-phinf.pstatic.net/main_5165881/51658818014.jpg,298000,,번개장터,51658818014,2,삼성,삼성전자,디지털/가전,휴대폰,자급제폰,
삼성전자 갤럭시 Z플립4 삼성 자급제 5G 256GB,https://smartstore.naver.com/main/products/9988106855,https://shopping-phinf.pstatic.net/main_8753260/87532609128.1.jpg,658000,,멤버샵,87532609128,2,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
삼성전자 갤럭시 S24 플러스 5G 512GB [자급제],https://search.shopping.naver.com/catalog/53626542896,https://shopping-phinf.pstatic.net/main_5362654/53626542896.20250318161031.jpg,1173500,,네이버,53626542896,1,갤럭시,삼성전자,디지털/가전,휴대폰,자급제폰,
